Search_Keyword_for_Job,URL,Position,Company,job_loc,salary_range,job_type,job_desc,DATE,DEG,DOMAIN,EMAIL,EXP,HARD SKILLS,LOC,ORG,PER,PHONE,PROJECT,ROLE,SOFT SKILLS,UNI
Data Engineer,https://indeed.com/viewjob?jk=6c64776655d8dc95,"Sr Lead Data Engineer, Analytics R&D","Chick-fil-A, Inc.",,Estimated $110K - $139K a year,Full-time,"   As a Senior Lead Data Engineer for Future Capabilities, you will be responsible for leading and executing complex data engineering in support of multiple R&D experiments as part of team developing analytics R&D within Enterprise Data & Analytics (ED&A) Alignment group.    Our team's mission is to provide Chick-fil-A with best practices, research, and the development of leading-edge analytic capabilities that prepare Chick-fil-A for the future. The Sr. Lead Data Engineer for R&D will be responsible for identifying, tracking, learning, selecting, and applying trending and emerging data engineering technologies. Initially, R&D will focus on more imminently needed data and analytic capabilities such as large language analytics, geo-location analytics, IoT, and digital simulation of physical spaces which will require data engineering skills and knowledge of complex unstructured data. You can expect to split time between researching future data engineering technologies that will support analytics and performing data engineering R&D experiments.    Senior Lead Data Engineers typically design and implement necessary data engineering on technically complex projects, focusing on developing solutions to data pipelining, data modeling, and/or Data Ops needs, partnering with data engineers in DTT (Digital Transformation and Technologies). They will work under the direction of more senior data engineers if asked to take on the most complex work. Our Senior Lead Data Engineers typically work with more latitude for action or decisions on projects that are more complex or cross-functional in nature. They may represent ED&A in external conversations and may assist with the selection or oversight of outside vendor partners. They are expected to influence the project execution of IT and analyst teams.    Successful candidates for this role must have strong analytical and data modeling skills, a deep understanding of database technologies, including structured and unstructured, and real-time streaming data, and data uses within analytic platforms, and they must have strong programming skills with SQL and Python. We expect our Senior Lead Data Engineers to have demonstrated fluency and competency in both the technology language of IT and the analytics language of data scientists and departmental analysts. They should have experience developing and implementing data models for analytic use, and a moderate level of experience with cloud database architecture. They must be able to quickly develop mastery of the needed subject across any line of business for which they are responsible. They must be team players who work steadfastly to create impactful change. This is a professional track role.    Our Flexible Future model offers a healthy mix of working in person and virtually, strengthening key elements of the Chick-fil-A culture by fostering collaboration and community. ",,,"data engineering, data engineering, IoT, data engineering, data engineering, data engineering, data engineering, IT, IT",,,"large language analytics, digital simulation, data pipelining, data modeling, Data Ops, DTT, data modeling, SQL, Python",,,,,,"Senior Lead Data Engineer, Sr. Lead Data Engineer, Senior Lead Data Engineers, data engineers, Senior Lead Data Engineers, Senior Lead Data Engineers, data scientists","leading, team players",
Data Engineer,https://indeed.com/viewjob?jk=c0c842c1af8ca816,Data Engineer I,"ConstructConnect, Inc",,Estimated $64.5K - $81.7K a year,Full-time,,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=8bbb77e8e89f9aba,Jr Data Engineer,"Systems Planning and Analysis, Inc.",,Estimated $106K - $134K a year,Full-time,"   Systems Planning and Analysis, Inc. (SPA) delivers high-impact, technical solutions to complex national security issues. With over 50 years of business expertise and consistent growth, we are known for continuous innovation for our government customers, in both the US and abroad. Our exceptionally talented team is highly collaborative in spirit and practice, producing   . Come work with the best! We offer opportunity, unique challenges, and clear-sighted commitment to the mission. SPA: Objective. Responsive. Trusted.    The Defense Threat Reduction Agency (DTRA) Division in SPA supports the Department of Defense in developing leading edge technologies and supporting strategy, policy, and operations to bolster deterrence and counter weapons of mass destruction (WMD) in support of services and all combatant commands (CCMDs). We assist government leaders and program managers to transition technologies and operational capabilities to services and special forces to prevent, reduce, and counter WMD and emerging threats, and prevail against WMD-armed adversaries in conflict. SPA provides expertise across the full range of chemical, biological, radiological, nuclear and high-yield explosives (CBRNE) WMD, Counterforce, and emerging threats to support understanding, detection, identification, characterization, denial, control, disabling, defeating, disposing, safeguarding the force, managing consequences, and test and evaluation in support of all military and civilian operations. We also provide essential operational and technological support to the government to enhance the nation’s nuclear deterrent mission.       The qualified candidate will provide Advisory and Assistance Support (A&AS) to the Defense Threat Reduction Agency (DTRA), Chemical and Biological Technologies Department, Digital Battlespace Management Division (RD-CBI). The candidate will provide subject matter expertise and support to the client for science and technology (S&T) projects aimed at developing software tools for Chemical, Biological, Radiological, Nuclear (CBRN) CBRN Support to Command and Control (CSC2) and other chemical and biological defense applications.    The work is located in Lorton, VA.   .    ",,,,,50 years,,"US and abroad, Lorton, VA","Systems Planning and Analysis, Inc. (SPA)",,,,,"highly collaborative, Responsive",
Data Engineer,https://indeed.com/viewjob?jk=2ef75b53cd2a4502,Senior Big Data Engineer,Faraday Future,,"$130,000 - $160,000 a year",," Faraday Future (FF) is a California-based mobility company, leveraging the latest technologies and world's best talent to realize exciting new possibilities in mobility. We're producing user-centric, technology-first vehicles to establish new paradigms in human-vehicle interaction. We're not just seeking to change how our cars work – we're seeking to change the way we drive. At FF, we're creating something new, something connected, and something with a true global impact. We are hiring who is passionate about modern data stack, ML and building distributed and highly available services. As a member of the Vehicle Cloud team, you'll be working with some of the industry's brightest minds to build our next generation platforms. You will provide data analytics solutions and support by leveraging project standards and leading analytics platforms. ($130K - $160K DOE), plus benefits and incentive plansFaraday Future is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status.",,,"ML, data analytics",,,,California,"Faraday Future (FF), FF",,,,,,
Data Engineer,https://indeed.com/viewjob?jk=526df664ec139fc2,Digital Library Data Engineer,Harvard University,Hybrid remote,,Full-time,,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=62db6eea8598fd4a,Lead Data Systems Engineer,Truist Bank,,,," Need Help?English (Required) Following is a summary of the essential functions for this job. Other duties may be performed, both major and minor, which are not mentioned below. Specific activities may change from time to time. 1. Resolves complex problems spanning multiple applications to drive improvements across portfolios; leads projects with significant business implications, participates in planning and priority estimates, and advises Software Engineers; executes with limited guidance. 2. Leads development of integrated business and/or enterprise application solutions to ensure specifications are flexible, scalable, and maintainable and meet architectural standards. 3. Educates others on current architectural standards and guidelines to drive efficiency when leading the design efforts of complex business and enterprise software solutions. 4. Supports systems integration testing (SIT) and user acceptance testing (UAT) for large, complex, cross-functional application initiatives by providing insight to testing teams in order to ensure the appropriate depth of test coverage. 5. Mentors and advises others in all software development lifecycle phases by applying and sharing an in-depth understanding of company and industry methodologies, policies, standards, and controls. 6. Communicates changes in software architecture and coaches others to apply this understanding to software solutions; resolves escalated issues. 7. Leads efforts to improve engineering, test, and operational excellence best practices. 8. Solves complex cross-functional architecture/design and business problems; solutions are extensible; works to simplify, optimize, remove bottlenecks, etc. 9. Mentors and advises others, sharing an in-depth understanding of company and industry methodologies, policies, standards, and controls.  The requirements listed below are representative of the knowledge, skill and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. 1. Bachelor's Degree in Computer Science, CIS, or related field 2. Five to seven years of experience in software development or a related field 3. Five to seven years of experience in database technologies 4. Five to seven years of experience working on project(s) involving the implementation of solutions applying development life cycles (SDLC) 1. Master's Degree in Computer Science, CIS, or related field 2. Five to seven years of IT experience developing and implementing business systems within an organization 3. Five to seven years of experience working with defect or incident tracking software 4. Five to seven years of experience writing technical documentation in a software development environment 5. Five to seven years of experience working with an IT Infrastructure Library (ITIL) framework 6. Five to seven years of experience working with source code control system 7. Five to seven Experience working with Continuous Integration/ Continuous Deployment tools Frequently (25% - 50% of the time)  Up to 25 lbs.  Able to access and interpret client information received from the computer and able to hear and speak with individuals in person and on the phone.  Able to work standard office equipment, including PC keyboard and mouse, copy/fax machines, and printers.  Able to work all hours scheduled, including overtime as directed by manager/supervisor and required by business need.  Up to 25%All regular teammates (not temporary or contingent workers) working 20 hours or more per week are eligible for benefits, though eligibility for specific benefits may be determined by the division of Truist offering the position. Truist offers medical, dental, vision, life insurance, disability, accidental death and dismemberment, tax-preferred savings accounts, and a 401k plan to teammates. Teammates also receive no less than 10 days of vacation (prorated based on date of hire and by full-time or part-time status) during their first year of employment, along with 10 sick days (also prorated), and paid holidays. For more details on Truist’s generous benefit plans, please visit our Benefits site. Depending on the position and division, this job may also be eligible for Truist’s defined benefit pension plan, restricted stock units, and/or a deferred compensation plan. As you advance through the hiring process, you will also learn more about the specific benefits available for any non-temporary position for which you apply, based on full-time or part-time status, position, and division of work. EEO is the Law Pay Transparency Nondiscrimination Provision E-Verify",,"Bachelor's Degree in Computer Science, Master's Degree in Computer Science","software development, database technologies, IT, software development",,"Five to seven years, Five to seven years, Five to seven years, Five to seven years, Five to seven years, Five to seven years, Five to seven years, Five to seven years, Five to seven Experience, 10 days","systems integration testing (SIT), IT Infrastructure Library (ITIL), Continuous Integration/, Continuous Deployment tools",,,,,,,"Mentors, Mentors",
Data Engineer,https://indeed.com/viewjob?jk=1c2d89fa5596c8ee,Full Stack Software Engineer (Data Stewardship),Clarity Innovations,,Estimated $93.3K - $118K a year,Full-time,,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=5f9f02c4de775fe4,Data Engineer IV,Iron Systems,,$80 an hour,,,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=0b55407273d83686,Data Engineer (Data Science),The Swift Group,,Estimated $120K - $152K a year,Contract,                            ,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=107fdf5f44447f8a,IIOT & SCADA Data Engineer,NTT Ltd.,Remote,"$113,000 - $151,000 a year",Full-time,,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=9f98f723796980f1,Senior Data Engineer,Annalect,,"$120,000 - $150,000 a year",,                                                                                   ,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=47cc8a2fda01b8f3,Data Engineer US,Sails Software,,,,,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=3fe8a35ff8e8faac,AWS Data Engineer,Cognizant Technology Solutions,,,,,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=78366850f4623ca5,"Data Engineer, Mid",Advantage SCI,,Estimated $96.9K - $123K a year,Full-time,                ,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=9164253f0fd3e79f,Application Enablement - Data Engineer,MSD,,,," Our Support Functions deliver services and make recommendations about ways to enhance our workplace and the culture of our organization. Our Support Functions include HR, Finance, Information Technology, Legal, Procurement, Administration, Facilities and Security. Data Engineer for Application Enablement will be part of the Scientific data consumption product team. In this role, they will work with product teams, technical teams, SMEs and stakeholders to define, design, develop and maintain data products. In this role, they will work closely with multi-disciplinary teams helping to solve complex data problems and building data products to enable AI/ML. They will have to understand complexities in Research data and work with product team to make data understandable and analytics ready. The Scientific Data Consumption Product Line (SDC) provides a combination of technology, infrastructure, software, and personnel to support large scale scientific data consumption and computing comprising of the Scientific Data Platform, Modeling and Machine Learning Platforms, High Performance Computing (HPC) workflows, and “experience” products such as visualization, modeling workbenches, and analytics development environments. Our Support Functions deliver services and make recommendations about ways to enhance our workplace and the culture of our organization. Our Support Functions include HR, Finance, Information Technology, Legal, Procurement, Administration, Facilities and Security. In accordance with Managers' Policy - Job Posting and Employee Placement, all employees subject to this policy are required to have a minimum of twelve (12) months of service in current position prior to applying for open positions. If you have been offered a separation benefits package, but have not yet reached your separation date and are offered a position within the salary and geographical parameters as set forth in the Summary Plan Description (SPD) of your separation package, then you are no longer eligible for your separation benefits package. To discuss in more detail, please contact your HRBP or Talent Acquisition Advisor. Click here to request this role’s pay range. Current Employees apply HERE Current Contingent Workers apply HERE Our company is committed to inclusion, ensuring that candidates can engage in a hiring process that exhibits their true capabilities. Please click here if you need an accommodation during the application or hiring process. For more information about personal rights under Equal Employment Opportunity, visit: EEOC Know Your Rights EEOC GINA Supplement Pay Transparency Nondiscrimination We are proud to be a company that embraces the value of bringing diverse, talented, and committed people together. The fastest way to breakthrough innovation is when diverse ideas come together in an inclusive environment. We encourage our colleagues to respectfully challenge one another’s thinking and approach problems collectively. We are an equal opportunity employer, committed to fostering an inclusive and diverse workplace. Under New York City, Colorado State, Washington State, and California State law, the Company is required to provide a reasonable estimate of the salary range for this job. Final determinations with respect to salary will take into account a number of factors, which may include, but not be limited to the primary work location and the chosen candidate’s relevant skills, experience, and education. Expected salary range: Available benefits include bonus eligibility, health care and other insurance benefits (for employee and family), retirement benefits, paid holidays, vacation, and sick days. For Washington State Jobs, a summary of benefits is listed here. Learn more about your rights, including under California, Colorado and other US State Acts Merck & Co., Inc., Rahway, NJ, USA, also known as Merck Sharp & Dohme LLC, Rahway, NJ, USA, does not accept unsolicited assistance from search firms for employment opportunities. All CVs / resumes submitted by search firms to any employee at our company without a valid written search agreement in place for this position will be deemed the sole property of our company. No fee will be paid in the event a candidate is hired by our company as a result of an agency referral where no pre-existing agreement is in place. Where agency agreements are in place, introductions are position specific. Please, no phone calls or emails.R247735",,,"AI, ML, Machine Learning",,twelve (12) months,"Scientific Data Consumption Product Line (SDC), Scientific Data Platform, Modeling, High Performance Computing (HPC), visualization, modeling workbenches, GINA","New York City, Colorado State, Washington State,, California State law, California, Colorado and other US State, Rahway, NJ, USA, Rahway, NJ, USA","Merck & Co., Inc., Merck Sharp & Dohme LLC",,R247735,,"Data Engineer, Talent Acquisition Advisor",approach problems collectively,
Data Engineer,https://indeed.com/viewjob?jk=31f5f6cac3e328de,Associate Performance Assurance Engineer - Data Management Specialist,Siemens,,,,"Who designs your future? You do. Are you looking for a career where you can showcase your technical aptitude and passion for problem solving to ensure your customers can work in a comfortable, safe, and energy-efficient environment? Then look to Siemens! At Siemens, we live and foster an ownership culture, in which every employee takes personal responsibility for our company's success. We trust and empower our leaders to act as owners, direct their teams, and innovate to succeed. We communicate openly and honestly to learn from our failures and celebrate our successes. We recognize individual and team achievements frequently. We invest in our team members, offering a wide variety of internal and external development opportunities.  Our Smart Buildings help to create efficient, safe, responsive, and responsible environments. Our aim isn’t just about improving buildings, it’s about creating perfect places that improve people’s lives. This position monitors improved operating costs at customer facilities against the pre-existing baseline condition. You will track facility guarantee savings and risks, monitor operating costs, and report results to customers while providing support and resolving customer issues. Siemens Smart Infrastructure is looking for an engineer, or similar, with expertise in building energy monitoring and analytics to join our Energy Performance Services team (EPS) in support of our guaranteed energy projects. Specifically, this Associate Performance Assurance Engineer-Data Management Specialist will be a member of our centralized Performance Assurance Team and will be responsible for developing and implementing measurement and verification (M&V) plans and reporting for an assigned portfolio of energy performance contracts. The successful candidate will have a working knowledge of building HVAC and automation systems, remote metering, data analytics, and technical communication.Siemens is an Equal Opportunity and Affirmative Action Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to their race, creed, religion, ancestry, national origin, sex, sexual orientation, gender identity, age, marital status, family responsibilities, pregnancy, genetic information, domestic partner status, disability, weight, height or AIDS/HIV status, protected veteran or military status, other categories protected by federal, state, or local law, and regardless of whether the qualified applicants are individuals with disabilities. Siemens is an Equal Opportunity and Affirmative Action Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to their race, color, creed, religion, national origin, citizenship status, ancestry, sex, age, physical or mental disability unrelated to ability, marital status, family responsibilities, pregnancy, genetic information, sexual orientation, gender expression, gender identity, transgender, sex stereotyping, order of protection status, protected veteran or military status, or an unfavorable discharge from military service, and other categories protected by federal, state or local law.   Applicants and employees are protected under Federal law from discrimination. To learn more, Click here.   Siemens follows Executive Order 11246, including the Pay Transparency Nondiscrimination Provision. To learn more, Click here.   California residents have the right to receive additional notices about their personal information. To learn more, click here.",,,data analytics,,,,,"Siemens, Siemens, Siemens Smart Infrastructure, Siemens",,,,"engineer, Associate Performance Assurance Engineer","passion for problem solving, technical communication",
Data Engineer,https://indeed.com/viewjob?jk=4bc9aaac90703b3b,Azure Data Engineer,Allruva Technology Services,,,,      ,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=0d4cd2280f0481f2,Software Development Engineer in Test – GLCP Data Processing and Machine Learning Platform,Hewlett Packard Enterprise,Hybrid remote,"$109,400 - $251,500 a year",Full-time," This role has been designated as ‘Edge’, which means you will primarily work outside of an HPE office. A career in the OCTO HPE team allows you the opportunity to create history and push the industry forward, redefining the state of the art in what cloud computing means. Come and help us build a large scale, enterprise ready platform, powering a hybrid edge-to-cloud world. Our platform allows some of the largest most diverse enterprises in the world to deliver with speed, agility, and scale – while keeping their data where it needs to be, and ensuring their sustainability and green goals are met and exceeded. Our team members search beyond customers' needs today to accelerate what’s next and make a difference — for others, our company, and the planet. Our customers turn to us because we are positive, empathetic and enterprising. Nowhere is this better reflected than in our running in production with over 100,000 dedicated customers and over 1 million devices. We embrace opportunities to accelerate transformation across data, connectivity, cloud and security. From vital solutions for small businesses with a single storefront to essential applications for large retail chains with thousands of locations. Together we make what was once thought impossible, possible. You will be joining an agile, empowered team, focused on extending GLCP to support advanced analytics and Data Science use cases. HPE GLCP provides abstractions, components and infrastructure for running data processing workloads, from foundational analytics to machine learning use cases. The team leverages the latest big data and microservice-based technologies to build the data processing platform – Apache Spark/PySpark, Jupyter, MLFlow, Delta Lake, Kubernetes, GraphQL, TimescaleDB, Postgres. The development stack is Scala. The test automation development stack is Pytest and Python. Responsibilities: Requirements: Nice to Haves: What we can offer you: Extensive benefits, a competitive salary and participation in the shared values and purpose that make Hewlett Packard Enterprise one of the world´s most attractive employers! At HPE, our goal is to provide equal opportunities, flexible work-life balance, and constantly evolving career growth. If you are looking for challenges in an exciting, supportive, and international work environment, then we definitely want to hear from you. Continue the conversation by clicking apply now below, or directly via our Careers Portal at www.hpe.com/careers. Then let’s stay connected! Find out more about us and follow us on: https://www.facebook.com/HPECareers https://twitter.com/HPE_Careers HPE is an Equal Employment Opportunity/ Veterans/Disabled/LGBT and Affirmative Action employer. We are committed to diversity and building a team that represents a variety of backgrounds, perspectives, and skills. We do not discriminate and all decisions we make are made on the basis of qualifications, merit, and business need. Our goal is to be one global diverse team that is representative of our customers, in an inclusive environment where we can continue to innovate and grow together. #Diversity #UnitedStates #hpeocto #octo #LI-Hybrid Careers at Hewlett Packard Enterprise | Hewlett Packard Enterprise jobs Hpe Range Of Careers. In the cloud, the possibilities are endless. Find the perfect career opportunity for you.  The expected salary/wage range for a U.S.-based hire filling this position is provided below. Actual offer may vary from this range based upon geographic location, work experience, education/training, and/or skill level. If this is a sales role, then the listed salary range reflects combined base salary and target-level sales compensation pay. If this is a non-sales role, then the listed salary range reflects base salary only. Variable incentives may also be offered. Information about employee benefits offered can be found at https://myhperewards.com/main/new-hire-enrollment.html. HPE will comply with all applicable laws related to employer use of arrest and conviction records, including laws requiring employers to consider for employment qualified applicants with criminal histories.",,,"Data Science, machine learning, big data",,,"GLCP, data processing, Apache Spark, PySpark, Jupyter, MLFlow, Delta Lake, Kubernetes, GraphQL, TimescaleDB, Postgres, Scala, Pytest, Python",,"HPE, Hewlett Packard Enterprise, HPE, Hewlett Packard Enterprise, Hewlett Packard Enterprise",,,,,"positive, empathetic, enterprising, agile, supportive",
Data Engineer,https://indeed.com/viewjob?jk=9926dd49dc9513eb,Senior Data Engineer,ENGIE North America Inc.,Remote,"$92,395 - $236,600 a year",,,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=001187b3e8b2990f,"Software Engineer, Big Data","DistroScale, Inc.",,Estimated $114K - $144K a year,Full-time,"DistroScale, Inc. is a fast-growing startup powering video experiences everywhere, wherever consumers are consuming video. We help create engaging video experiences & content reaching hundreds of millions consumers every month. Work hard, have fun, and make an impact! Great team environment. Well-funded, Profitable, Full healthcare, Catered lunches/drinks/snacks. Conveniently based in San Bruno, CA – near SFO, close to BART, Cal-Train with free shuttle. Easy access to freeways (280, 101). Our backend system process many TBs of data daily and produces a wide variety of real-time reports and metrics. The system drives critical business decisions and auto-pilots real-time web user experiences. It is built on top of highly scalable and fail-safe technologies like Hadoop, Impala, MySQL, NoSQL, and many great tools we built from scratch! As a backend developer, you will be building a highly scalable, high-availability, and high performance ETL platform. Build efficient data processing pipelines to deliver real-time feedback to various components throughout production systems. Incorporate advanced analytic technologies to create intelligence that helps optimize and provide a better user experience. Develop fast runtime query engine that supports millions of queries per second, as well as data partitioning, geo and load balancing, instant failover, and disaster recovery. We want our talented engineers to share our passion about building quality products and do hardcore coding. We don’t expect everyone to know every technology, but we do expect you to be eager about learning new skills and have what it takes to get things done. Your roles:Your Skills:Position based in San Bruno, CA. Work Permit required. Please submit your resume and cover letter to jobs@distroscale.com",,,,jobs@distroscale.com,,"Hadoop, Impala, MySQL, NoSQL, ETL, data processing","San Bruno, CA – near SFO, close to BART, Cal-Train with free shuttle, San Bruno, CA","DistroScale, Inc.",,,,backend developer,"Work hard, Great team environment",
Data Engineer,https://indeed.com/viewjob?jk=68ef3c1d5c5f984a,"Principal / Electrical Engineer: Subsystems/Command & Data Handling (Top Secret) – Space / Satellite Systems (Gilbert, AZ)",Northrop Grumman,,"$64,144 - $96,216 a year",Monday to Friday,,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=475e67ccfc0ce1e9,"Sr. Application Software Engineer, Data",SpaceX,,"$160,000 - $220,000 a year",Weekend availability,"SpaceX was founded under the belief that a future where humanity is out exploring the stars is fundamentally more exciting than one where we are not. Today SpaceX is actively developing the technologies to make this possible, with the ultimate goal of enabling human life on Mars. The application software team is the central nervous system of SpaceX – we create mission critical applications that are used throughout SpaceX to accelerate launch vehicle production and flight as well as systems that allow Starlink to grow into a worldwide fast, reliable Internet service. Our missions support scientific research, classified national security space, and commercial opportunities. Software engineering and innovation is at the core of these programs. Our team is currently creating and evolving systems to enable rapid build and reuse of Starship as well as designing the next generation manufacturing software that will be used in high throughput factories for Starlink. Other applications range from platforms that support concurrent streams of data from many always-on assets to manage the world's largest satellite constellation to public facing systems where customers can join our Starlink network globally. We work closely with engineers throughout the company to create and update our systems with respect to crewed launches, Starship flights, changes to the Starlink network and much more. Aerospace experience is not required to be successful here - rather we look for smart, motivated, collaborative engineers who love solving problems and want to make an impact on a super inspiring mission. You will have full ownership of challenging problems, working with a team of enthusiastic engineers to design and produce solutions that enable SpaceX to move towards our goals at a rapid pace. The success of the missions at SpaceX depends on the software that you and your team produce.SpaceX is an Equal Opportunity Employer; employment with SpaceX is governed on the basis of merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability or any other legally protected status. Applicants wishing to view a copy of SpaceX's Affirmative Action Plan for veterans and individuals with disabilities, or applicants requiring reasonable accommodation to the application/interview process should notify the Human Resources Department at (310) 363-6000.",,,Software engineering,,,"Starlink, Starlink, SpaceX",,"SpaceX, SpaceX",,at (310) 363-6000,,,"smart, motivated, collaborative, love solving problems",
Data Engineer,https://indeed.com/viewjob?jk=c1b6a9afeba69575,Salesforce Data Engineer,Ascension,Remote,"From $85,280 a year",Full-time,"      Works with business stakeholders to identify data requirements, creates customer segmentations, builds data extensions within Marketing Cloud, works with data governance group to enable data ingestion into a Customer Data Platform, and aids in the building of Tableau reporting.       Education:    #LI-Remote    #AscensionStudio    Ascension associates are key to our commitment of transforming healthcare and providing care to all, especially those most in need. Join us and help us drive impact through reimagining how we can deliver a people-centered healthcare experience and creating the solutions to do it. Explore career opportunities across our ministry locations and within our corporate headquarters.    Ascension is a leading non-profit, faith-based national health system made up of over 150,000 associates and 2,600 sites of care, including more than 140 hospitals and 40 senior living communities in 19 states.    Our Mission, Vision and Values encompass everything we do at Ascension. Every associate is empowered to give back, volunteer and make a positive impact in their community. Ascension careers are more than jobs; they are opportunities to enhance your life and the lives of the people around you.    Ascension will provide equal employment opportunities (EEO) to all associates and applicants for employment regardless of race, color, religion, national origin, citizenship, gender, sexual orientation, gender identification or expression, age, disability, marital status, amnesty, genetic information, carrier status or any other legally protected status or status as a covered veteran in accordance with applicable federal, state and local laws.    For further information, view the EEO Know Your Rights (English) poster or EEO Know Your Rights (Spanish) poster.    Pay Non-Discrimination Notice    Please note that Ascension will make an offer of employment only to individuals who have applied for a position using our official application. Be on alert for possible fraudulent offers of employment. Ascension will not solicit money or banking information from applicants.    This employer participates in the Electronic Employment Verification Program. Please click the E-Verify link below for more information.      E-Verify ",,,,,,Tableau,,Ascension,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=71926e3c63378e4a,Systems Engineer - Modeling and Data Analysis,Flex,,"$134,700 - $185,200 a year",Full-time,,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=c4d6a93ac2ee1cf9,"DPS - IT - Enterprise Data Engineer, Junior - 0243",Texas Comptroller of Public Accounts,Remote,,,"                TEXAS DEPARTMENT OF PUBLIC SAFETY        Texas-Austin       AUSTIN HQ (MAIN) 5805 N LAMAR BLVD PO BOX 4087 AUSTIN TX 78773 Austin 78752        Computer and Mathematical        Regular        Full-time       40.00        Yes, 5 % of the Time        0243        B        23        4,598.66 - 6,065.71 (Monthly)        2        Exempt        Jun 5, 2023, 8:34:10 AM     : Ongoing                                                                                                                  ","Jun 5, 2023",,,,,,"Texas-Austin, AUSTIN HQ (MAIN) 5805 N LAMAR BLVD PO BOX 4087 AUSTIN TX 78773 Austin 78752",,,"4,598.66 - 6,065.71 (Monthly)        ",TEXAS DEPARTMENT OF PUBLIC SAFETY,,,
Data Engineer,https://indeed.com/viewjob?jk=981a2694679a7281,Data Engineer 030522,Rite Pros,,,,           ,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=2817d4601a7bcc0e,Principal Software Engineer- Data & Analytics,DICK'S Sporting Goods,,"$95,100 - $158,800 a year",On call, ,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=89745ffe188164dc,"Data Engineer I, CODE","Ryan, LLC",,"$87,588 - $107,052 a year",Full-time,                                                ,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=2ed57ff2483f1fd7,"Sr. Software Engineer, Data (Starshield)",SpaceX,,"$160,000 - $220,000 a year",Weekend availability,                                                                ,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=b966f97aa9381d3d,Azure Data Engineer,Rheem Manufacturing,,,,"                                                                                                                                   US-RC_US_GA-Atlanta      Rheem Atlanta Office (GA) 1100 Abernathy Road NE Suite 1700 Atlanta 30328      Data Analytics      Enterprise      Full-time      Day Job      Regular      Standard      Entry Level      No      Jun 23, 2023, 3:06:30 PM ","Jun 23, 2023",,Data Analytics,,,,US-RC_US_GA-Atlanta      Rheem Atlanta Office (GA) 1100 Abernathy Road NE Suite 1700 Atlanta 30328,,,,,,,
